app_country,schengen_state,year,app,total_issued,mev_issued,ltv,rejected,code_schengen,code_app,visa_free
Montenegro,Greece,2018,89,86,76,0,3,GR,ME,t
Montenegro,Greece,2019,81,81,42,0,0,GR,ME,t
Montenegro,Greece,2020,31,31,29,0,0,GR,ME,t
Montenegro,Greece,2021,49,49,32,0,0,GR,ME,t
Montenegro,Hungary,2009,0,0,0,0,0,HU,ME,t
Montenegro,Italy,2009,7624,7495,0,0,129,IT,ME,t
Montenegro,Italy,2010,284,282,246,0,2,IT,ME,t
Montenegro,Italy,2011,268,262,257,0,6,IT,ME,t
Montenegro,Italy,2012,365,365,352,0,0,IT,ME,t
Montenegro,Italy,2013,438,436,398,2,0,IT,ME,t
Montenegro,Italy,2014,401,390,296,2,9,IT,ME,t
Montenegro,Italy,2015,223,199,172,4,20,IT,ME,t
Montenegro,Italy,2016,215,209,195,0,6,IT,ME,t
Montenegro,Italy,2017,261,251,247,0,10,IT,ME,t
Montenegro,Italy,2018,216,211,202,0,5,IT,ME,t
Montenegro,Italy,2019,248,244,241,0,4,IT,ME,t
Montenegro,Italy,2020,45,42,41,0,3,IT,ME,t
Montenegro,Italy,2021,32,31,27,0,1,IT,ME,t
Montenegro,Poland,2021,11,11,9,2,0,PL,ME,t
Montenegro,Slovenia,2009,10381,10179,0,0,202,SI,ME,t
Montenegro,Slovenia,2010,278,276,216,0,2,SI,ME,t
Montenegro,Slovenia,2011,388,387,249,0,1,SI,ME,t
Montenegro,Slovenia,2012,447,445,367,0,2,SI,ME,t
Montenegro,Slovenia,2013,532,529,449,1,2,SI,ME,t
Montenegro,Slovenia,2014,567,564,561,0,3,SI,ME,t
Montenegro,Slovenia,2015,527,504,504,22,1,SI,ME,t
Montenegro,Slovenia,2016,603,565,124,32,6,SI,ME,t
Montenegro,Slovenia,2017,554,529,193,16,9,SI,ME,t
Montenegro,Slovenia,2018,604,564,557,30,10,SI,ME,t
Montenegro,Slovenia,2019,670,642,642,17,11,SI,ME,t
Montenegro,Slovenia,2020,169,161,159,2,13,SI,ME,t
Montenegro,Slovenia,2021,438,415,413,11,11,SI,ME,t
Morocco,Austria,2009,546,511,0,0,35,AT,MA,f
Morocco,Austria,2010,475,472,469,0,3,AT,MA,f
Morocco,Austria,2011,631,577,482,0,54,AT,MA,f
Morocco,Austria,2012,545,523,523,0,22,AT,MA,f
Morocco,Austria,2013,479,461,458,4,14,AT,MA,f
Morocco,Austria,2014,618,598,553,1,19,AT,MA,f
Morocco,Austria,2015,707,670,625,2,35,AT,MA,f
Morocco,Austria,2016,726,673,577,2,51,AT,MA,f
Morocco,Austria,2017,879,656,341,0,223,AT,MA,f
Morocco,Austria,2018,984,632,152,2,350,AT,MA,f
Morocco,Austria,2019,1246,772,187,1,474,AT,MA,f
Morocco,Austria,2020,279,213,146,0,66,AT,MA,f
Morocco,Austria,2021,127,125,124,0,2,AT,MA,f
Morocco,Belgium,2009,14170,8434,0,0,5736,BE,MA,f
Morocco,Belgium,2010,13096,7276,3000,0,5820,BE,MA,f
Morocco,Belgium,2011,14701,8370,3921,0,6331,BE,MA,f
Morocco,Belgium,2012,11844,7045,3301,0,6047,BE,MA,f
Morocco,Belgium,2013,10497,5750,3096,73,4175,BE,MA,f
Morocco,Belgium,2014,11511,6569,3252,52,4313,BE,MA,f
Morocco,Belgium,2015,10345,6461,3840,54,4195,BE,MA,f
Morocco,Belgium,2016,9637,5506,2915,74,3989,BE,MA,f
Morocco,Belgium,2017,10600,5724,3108,35,4180,BE,MA,f
Morocco,Belgium,2018,13456,6322,3549,18,6114,BE,MA,f
Morocco,Belgium,2019,16181,6647,3879,28,7096,BE,MA,f
Morocco,Belgium,2020,3889,2053,1202,9,1744,BE,MA,f
Morocco,Belgium,2021,1991,1011,714,12,626,BE,MA,f
Morocco,Czechia,2009,263,157,0,0,106,CZ,MA,f
Morocco,Czechia,2010,300,190,89,0,110,CZ,MA,f
Morocco,Czechia,2011,397,235,72,0,162,CZ,MA,f
Morocco,Czechia,2012,321,199,76,0,122,CZ,MA,f
Morocco,Czechia,2013,315,213,56,11,91,CZ,MA,f
Morocco,Czechia,2014,409,328,68,1,80,CZ,MA,f
Morocco,Czechia,2015,392,317,88,0,75,CZ,MA,f
Morocco,Czechia,2016,465,377,137,1,82,CZ,MA,f
Morocco,Czechia,2017,630,508,177,0,122,CZ,MA,f
Morocco,Czechia,2018,628,423,156,0,205,CZ,MA,f
Morocco,Czechia,2019,906,723,222,0,183,CZ,MA,f
Morocco,Czechia,2020,120,96,28,0,24,CZ,MA,f
Morocco,Czechia,2021,40,28,5,0,11,CZ,MA,f
Morocco,Denmark,2014,783,673,289,3,77,DK,MA,f
Morocco,Denmark,2015,1461,1297,595,2,134,DK,MA,f
Morocco,Denmark,2016,1528,1372,637,2,148,DK,MA,f
Morocco,Denmark,2017,1745,1501,666,1,234,DK,MA,f
Morocco,Denmark,2018,1971,1621,684,1,296,DK,MA,f
Morocco,Denmark,2019,2378,1827,789,3,543,DK,MA,f
Morocco,Denmark,2020,587,446,227,0,136,DK,MA,f
Morocco,Finland,2009,502,343,0,0,159,FI,MA,f
Morocco,Finland,2010,500,365,192,0,135,FI,MA,f
Morocco,Finland,2011,543,421,224,0,122,FI,MA,f
Morocco,Finland,2012,526,424,254,0,102,FI,MA,f
Morocco,Finland,2013,503,392,237,1,110,FI,MA,f
Morocco,Finland,2014,513,405,247,3,105,FI,MA,f
Morocco,Finland,2015,530,444,219,6,75,FI,MA,f
Morocco,Finland,2016,472,332,158,3,115,FI,MA,f
Morocco,Finland,2017,403,261,117,1,121,FI,MA,f
Morocco,Finland,2018,777,389,131,1,379,FI,MA,f
Morocco,Finland,2019,908,398,104,3,504,FI,MA,f
Morocco,Finland,2020,238,67,26,2,171,FI,MA,f
Morocco,Finland,2021,267,74,39,1,166,FI,MA,f
Morocco,France,2009,100582,83714,0,0,16868,FR,MA,f
Morocco,France,2010,149173,136575,53868,0,12598,FR,MA,f
Morocco,France,2011,162802,147884,62424,0,14918,FR,MA,f
Morocco,France,2013,194446,176159,82811,296,17991,FR,MA,f
Morocco,France,2014,210896,193280,88038,147,17469,FR,MA,f
Morocco,France,2015,257402,231775,107476,112,22988,FR,MA,f
Morocco,France,2016,296911,260034,107476,264,32443,FR,MA,f
Morocco,France,2017,337390,295497,116620,172,43377,FR,MA,f
Morocco,France,2018,362425,303361,108726,112,56784,FR,MA,f
Morocco,France,2019,379347,311905,121752,126,65193,FR,MA,f
Morocco,France,2020,84627,73381,32135,67,12264,FR,MA,f
Morocco,France,2021,58310,34256,21936,46,20369,FR,MA,f
Morocco,Germany,2009,11216,8719,0,0,2497,DE,MA,f
Morocco,Germany,2010,11014,9062,625,0,1952,DE,MA,f
Morocco,Germany,2011,11596,9828,1001,0,1768,DE,MA,f
Morocco,Germany,2012,12499,10726,1544,0,1773,DE,MA,f
Morocco,Germany,2013,13422,11417,2212,20,1985,DE,MA,f
Morocco,Germany,2014,14149,12349,2189,6,1794,DE,MA,f
Morocco,Germany,2015,15572,14026,2995,23,1523,DE,MA,f
Morocco,Germany,2016,14769,12804,8780,8,1957,DE,MA,f
Morocco,Germany,2017,17490,12791,8537,3,4696,DE,MA,f
Morocco,Germany,2018,18441,12771,9631,4,5666,DE,MA,f
Morocco,Germany,2019,18681,12861,8875,6,5814,DE,MA,f
Morocco,Germany,2020,4587,2846,2555,2,1739,DE,MA,f
Morocco,Germany,2021,794,580,573,0,187,DE,MA,f
Morocco,Greece,2009,681,470,0,0,211,GR,MA,f
Morocco,Greece,2010,518,342,90,0,176,GR,MA,f
Morocco,Greece,2011,537,392,48,0,145,GR,MA,f
Morocco,Greece,2012,348,249,46,0,88,GR,MA,f
Morocco,Greece,2013,397,315,82,0,74,GR,MA,f
Morocco,Greece,2014,424,324,41,1,99,GR,MA,f
Morocco,Greece,2015,418,349,75,6,63,GR,MA,f
Morocco,Greece,2016,375,314,53,0,61,GR,MA,f
Morocco,Greece,2017,494,405,110,0,89,GR,MA,f
Morocco,Greece,2018,610,471,92,3,136,GR,MA,f
Morocco,Greece,2019,793,585,190,0,192,GR,MA,f
Morocco,Greece,2020,200,122,41,0,54,GR,MA,f
Morocco,Greece,2021,60,53,22,0,5,GR,MA,f
Morocco,Hungary,2009,180,129,0,0,51,HU,MA,f
Morocco,Hungary,2010,209,140,48,0,69,HU,MA,f
Morocco,Hungary,2011,194,102,40,0,92,HU,MA,f
Morocco,Hungary,2012,229,151,57,0,78,HU,MA,f
Morocco,Hungary,2013,192,156,67,2,36,HU,MA,f
Morocco,Hungary,2014,289,238,70,2,49,HU,MA,f
Morocco,Hungary,2015,206,182,66,2,22,HU,MA,f
Morocco,Hungary,2016,297,222,70,1,74,HU,MA,f
Morocco,Hungary,2017,381,265,71,5,111,HU,MA,f
Morocco,Hungary,2018,517,317,100,6,194,HU,MA,f
Morocco,Hungary,2019,511,261,82,0,248,HU,MA,f
Morocco,Hungary,2020,102,59,25,0,41,HU,MA,f
Morocco,Hungary,2021,132,100,52,0,29,HU,MA,f
Morocco,Italy,2009,10448,8060,0,0,2388,IT,MA,f
Morocco,Italy,2010,11216,8361,5848,0,2855,IT,MA,f
Morocco,Italy,2011,10615,7906,4685,0,2709,IT,MA,f
Morocco,Italy,2012,11856,9292,4929,0,2564,IT,MA,f
Morocco,Italy,2013,13985,11298,6093,48,2639,IT,MA,f
Morocco,Italy,2014,17978,14882,10281,32,3064,IT,MA,f
Morocco,Italy,2015,19007,15203,11325,29,3775,IT,MA,f
Morocco,Italy,2016,19935,16395,12039,30,3510,IT,MA,f
Morocco,Italy,2017,20845,15156,10264,100,5589,IT,MA,f
Morocco,Italy,2018,21274,16648,12650,38,4588,IT,MA,f
Morocco,Italy,2019,20301,15530,11755,17,4754,IT,MA,f
Morocco,Italy,2020,5849,4101,3059,6,1742,IT,MA,f
Morocco,Italy,2021,4266,2634,2420,40,1592,IT,MA,f
Morocco,Netherlands,2009,7897,6337,0,0,1560,NL,MA,f
Morocco,Netherlands,2010,8964,7324,2245,0,1640,NL,MA,f
Morocco,Netherlands,2011,11354,9215,3204,0,2085,NL,MA,f
Morocco,Netherlands,2012,13098,10586,4062,0,2342,NL,MA,f
Morocco,Netherlands,2013,12330,9633,3123,61,2561,NL,MA,f
Morocco,Netherlands,2014,13391,11112,4354,50,2121,NL,MA,f
Morocco,Netherlands,2015,13771,10591,5329,39,2919,NL,MA,f
Morocco,Netherlands,2016,15781,11363,7305,112,3812,NL,MA,f
Morocco,Netherlands,2017,20484,15562,15049,38,4648,NL,MA,f
Morocco,Netherlands,2018,29808,20734,17781,45,8877,NL,MA,f
Morocco,Netherlands,2019,27459,17944,10393,40,9297,NL,MA,f
Morocco,Netherlands,2020,7985,4884,1817,54,2990,NL,MA,f
Morocco,Netherlands,2021,4811,3475,1729,62,1120,NL,MA,f
Morocco,Norway,2009,224,223,0,0,1,NO,MA,f
Morocco,Norway,2010,311,196,26,0,115,NO,MA,f
Morocco,Norway,2011,353,246,16,0,107,NO,MA,f
Morocco,Norway,2012,311,196,26,0,115,NO,MA,f
Morocco,Norway,2013,430,306,46,0,124,NO,MA,f
Morocco,Norway,2014,459.9999999999999,355,70,0,105,NO,MA,f
Morocco,Norway,2015,3,0,0,0,3,NO,MA,f
Morocco,Poland,2009,1325,681,0,0,644,PL,MA,f
Morocco,Poland,2010,1509,943,88,0,566,PL,MA,f
Morocco,Poland,2011,757,441,160,0,267,PL,MA,f
Morocco,Poland,2012,636,399,110,0,237,PL,MA,f
Morocco,Poland,2013,603,445,98,14,144,PL,MA,f
Morocco,Poland,2014,640,446,100,5,189,PL,MA,f
Morocco,Poland,2015,644,478,107,1,165,PL,MA,f
Morocco,Poland,2016,638,509,31,1,128,PL,MA,f
Morocco,Poland,2017,874,532,92,8,334,PL,MA,f
Morocco,Poland,2018,889,683,61,0,206,PL,MA,f
Morocco,Poland,2019,874,505,65,0,369,PL,MA,f
Morocco,Poland,2020,327,74,12,0,253,PL,MA,f
Morocco,Poland,2021,83,45,6,0,5,PL,MA,f
Morocco,Portugal,2009,1449,1203,0,0,246,PT,MA,f
Morocco,Portugal,2010,1221,1049,299,0,172,PT,MA,f
Morocco,Portugal,2011,1289,1174,378,0,115,PT,MA,f
Morocco,Portugal,2012,946,879,309,0,67,PT,MA,f
Morocco,Portugal,2013,989,924,364,14,51,PT,MA,f
Morocco,Portugal,2014,1134,1047,389,7,80,PT,MA,f
Morocco,Portugal,2015,2007,1734,731,13,260,PT,MA,f
Morocco,Portugal,2016,2541,1759,488,76,706,PT,MA,f
Morocco,Portugal,2017,2481,1381,731,140,960,PT,MA,f
Morocco,Portugal,2018,3251,2024,766,465,762,PT,MA,f
Morocco,Portugal,2019,5097,2017,325,621,2459,PT,MA,f
Morocco,Portugal,2020,1067,523,185,0,544,PT,MA,f
Morocco,Portugal,2021,441,427,384,0,14,PT,MA,f
Morocco,Spain,2009,113703,98598,0,0,15105,ES,MA,f
Morocco,Spain,2010,125002,109066,37077,0,15936,ES,MA,f
Morocco,Spain,2011,136453,118926,46191,0,11418,ES,MA,f
Morocco,Spain,2012,139134,117546,47701,0,13120,ES,MA,f
Morocco,Spain,2013,145866,118039,48898,960,19425,ES,MA,f
Morocco,Spain,2014,155690,123685,50074,1445,23578,ES,MA,f
Morocco,Spain,2015,165924,138682,55086,1081,22675,ES,MA,f
Morocco,Spain,2016,185503,150197,58251,1144,25058,ES,MA,f
Morocco,Spain,2017,194075,158734,62652,710,28207,ES,MA,f
Morocco,Spain,2018,200968,157322,61986,1378,33520,ES,MA,f
Morocco,Spain,2019,222538,166625,72208,989,45211,ES,MA,f
Morocco,Spain,2020,68971,45661,26484,252,19651,ES,MA,f
Morocco,Spain,2021,84499,59536,43496,152,15137,ES,MA,f
Morocco,Sweden,2009,2642,2244,0,0,398,SE,MA,f
Morocco,Sweden,2010,3083,2303,0,0,780,SE,MA,f
Morocco,Sweden,2011,3408,2409,1075,0,741,SE,MA,f
Morocco,Sweden,2012,2768,2053,975,0,341,SE,MA,f
Morocco,Sweden,2013,2867,2247,644,0,341,SE,MA,f
Morocco,Sweden,2014,2388,2001,628,0,390,SE,MA,f
Morocco,Sweden,2015,2101,1740,617,0,351,SE,MA,f
Morocco,Sweden,2016,2116,1612,553,11,397,SE,MA,f
Morocco,Sweden,2017,2200,1615,554,0,566,SE,MA,f
Morocco,Sweden,2018,2684,1683,722,44,847,SE,MA,f
Morocco,Sweden,2019,3919,2176,664,5,1692,SE,MA,f
Morocco,Sweden,2020,658,289,97,0,364,SE,MA,f
Morocco,Sweden,2021,612,404,188,0,189,SE,MA,f
Morocco,Switzerland,2009,4047,3526,0,0,521,CH,MA,f
Morocco,Switzerland,2010,3627,3483,0,0,144,CH,MA,f
Morocco,Switzerland,2011,4027,3546,2027,0,481,CH,MA,f
Morocco,Switzerland,2012,3850,3407,1830,0,443,CH,MA,f
Morocco,Switzerland,2013,3775,3398,2096,4,373,CH,MA,f
Morocco,Switzerland,2014,3379,3019,1830,2,358,CH,MA,f
Morocco,Switzerland,2015,3152,2581,1498,7,564,CH,MA,f
Morocco,Switzerland,2016,3448,3047,1939,3,398,CH,MA,f
Morocco,Switzerland,2017,3461,3055,1956,4,402,CH,MA,f
Morocco,Switzerland,2018,3902,3238,1728,2,662,CH,MA,f
Morocco,Switzerland,2019,4154,3286,1930,2,866,CH,MA,f
Morocco,Switzerland,2020,957,660,463,1,296,CH,MA,f
Morocco,Switzerland,2021,667,588,541,11,68,CH,MA,f
Mozambique,Denmark,2009,411,396,0,0,15,DK,MZ,f
Mozambique,Denmark,2010,296,285,49,0,11,DK,MZ,f
Mozambique,Denmark,2011,355,335,50,0,0,DK,MZ,f
Mozambique,Denmark,2012,400,358,41,0,0,DK,MZ,f
Mozambique,Denmark,2013,433,400,76,0,0,DK,MZ,f
Mozambique,Denmark,2014,452,427,44,0,3,DK,MZ,f
Mozambique,Denmark,2015,581,551,65,0,9,DK,MZ,f
Mozambique,Denmark,2016,100,99,18,0,1,DK,MZ,f
Mozambique,Finland,2009,92,77,0,0,15,FI,MZ,f
Mozambique,Finland,2010,80,77,12,0,3,FI,MZ,f
Mozambique,Finland,2011,106,103,6,0,3,FI,MZ,f
Mozambique,Finland,2012,134,67,13,0,67,FI,MZ,f
Mozambique,Finland,2013,59,53,7,2,4,FI,MZ,f
Mozambique,Finland,2014,97,85,9,0,12,FI,MZ,f
Mozambique,Finland,2015,81,77,20,1,1,FI,MZ,f
Mozambique,Finland,2016,71,64,56,0,7,FI,MZ,f
Mozambique,Finland,2017,127,118,26,1,8,FI,MZ,f
Mozambique,Finland,2018,110,102,16,0,6,FI,MZ,f
Mozambique,Finland,2019,75,60,12,0,15,FI,MZ,f
Mozambique,Finland,2020,17,11,3,0,6,FI,MZ,f
Mozambique,Finland,2021,10,6,1,0,4,FI,MZ,f
Mozambique,France,2009,124,104,0,0,20,FR,MZ,f
Mozambique,France,2010,789,786,136,0,3,FR,MZ,f
Mozambique,France,2011,748,741,155,0,7,FR,MZ,f
Mozambique,France,2012,813,808,155,0,5,FR,MZ,f
Mozambique,France,2013,1135,1125,245,1,9,FR,MZ,f
Mozambique,France,2014,1168,1148,209,3,17,FR,MZ,f
Mozambique,France,2015,1567,1444,159,0,63,FR,MZ,f
Mozambique,France,2016,1014,899,159,0,49,FR,MZ,f
Mozambique,France,2017,1376,1145,73,0,167,FR,MZ,f
Mozambique,France,2018,1208,1019,80,0,167,FR,MZ,f
Mozambique,France,2019,1642,1458,105,0,134,FR,MZ,f
Mozambique,France,2020,232,195,27,0,37,FR,MZ,f
Mozambique,France,2021,500,404,63,0,31,FR,MZ,f
Mozambique,Germany,2009,730,642,0,0,88,DE,MZ,f
Mozambique,Germany,2010,785,716,11,0,69,DE,MZ,f
Mozambique,Germany,2011,808,702,16,0,106,DE,MZ,f
Mozambique,Germany,2012,454,340,20,0,114,DE,MZ,f
Mozambique,Germany,2013,752,574,37,31,147,DE,MZ,f
Mozambique,Germany,2014,843,711,19,15,117,DE,MZ,f
Mozambique,Germany,2015,1073,986,35,4,83,DE,MZ,f
Mozambique,Germany,2016,1060,979,458,1,80,DE,MZ,f
Mozambique,Germany,2017,1070,990,145,4,76,DE,MZ,f
Mozambique,Germany,2018,1206,1057,363,51,98,DE,MZ,f
Mozambique,Germany,2019,1173,1044,121,59,70,DE,MZ,f
Mozambique,Germany,2020,162,135,36,2,25,DE,MZ,f
Mozambique,Germany,2021,114,97,36,4,7,DE,MZ,f
Mozambique,Italy,2009,680,679,0,0,1,IT,MZ,f
Mozambique,Italy,2010,553,551,58,0,2,IT,MZ,f
Mozambique,Italy,2011,775,775,78,0,0,IT,MZ,f
Mozambique,Italy,2012,1005,1003,127,0,2,IT,MZ,f
Mozambique,Italy,2013,952,782,101,160,10,IT,MZ,f
Mozambique,Italy,2014,1193,1096,139,88,9,IT,MZ,f
Mozambique,Italy,2015,1372,1143,263,140,89,IT,MZ,f
Mozambique,Italy,2016,969,889,207,0,80,IT,MZ,f
Mozambique,Italy,2017,836,753,71,0,83,IT,MZ,f
Mozambique,Italy,2018,1014,956,68,0,58,IT,MZ,f
Mozambique,Italy,2019,1202,1108,188,0,94,IT,MZ,f
Mozambique,Italy,2020,166,144,47,0,22,IT,MZ,f
Mozambique,Italy,2021,199,194,92,1,4,IT,MZ,f
Mozambique,Netherlands,2009,406,403,0,0,3,NL,MZ,f
Mozambique,Netherlands,2011,398,385,376,0,13,NL,MZ,f
Mozambique,Netherlands,2012,657,654,654,0,3,NL,MZ,f
Mozambique,Netherlands,2013,609,583,579,0,26,NL,MZ,f
Mozambique,Netherlands,2014,614,583,582,0,31,NL,MZ,f
Mozambique,Netherlands,2015,677,624,618,0,44,NL,MZ,f
Mozambique,Netherlands,2016,825,699,689,1,72,NL,MZ,f
Mozambique,Netherlands,2017,747,670,668,1,62,NL,MZ,f
Mozambique,Netherlands,2018,925,823,823,1,65,NL,MZ,f
Mozambique,Netherlands,2019,779,710,563,0,61,NL,MZ,f
Mozambique,Netherlands,2020,200,185,63,1,12,NL,MZ,f
Mozambique,Netherlands,2021,146,112,42,0,33,NL,MZ,f
Mozambique,Norway,2009,157,156,0,0,1,NO,MZ,f
Mozambique,Norway,2010,120,115,3,0,5,NO,MZ,f
Mozambique,Norway,2011,175,172,8,0,3,NO,MZ,f
Mozambique,Norway,2012,120,115,3,0,5,NO,MZ,f
Mozambique,Norway,2013,183,167,37,0,16,NO,MZ,f
Mozambique,Norway,2014,226,206,44.00000000000001,0,20,NO,MZ,f
Mozambique,Norway,2015,40.99999999999999,35,9,2,4,NO,MZ,f
Mozambique,Norway,2016,132,128,39,0,4,NO,MZ,f
Mozambique,Norway,2017,172,152,34,1,19,NO,MZ,f
Mozambique,Norway,2018,258,245,53,0,13,NO,MZ,f
Mozambique,Norway,2019,93,89,11,0,4,NO,MZ,f
Mozambique,Portugal,2009,3437,3222,0,0,215,PT,MZ,f
Mozambique,Portugal,2010,4977,4808,1239,0,169,PT,MZ,f
Mozambique,Portugal,2011,6275,6114,1660,0,161,PT,MZ,f
Mozambique,Portugal,2012,6620,6544,1879,0,76,PT,MZ,f
Mozambique,Portugal,2013,7523,7424,2364,9,90,PT,MZ,f
Mozambique,Portugal,2014,8461,8283,2261,8,170,PT,MZ,f
Mozambique,Portugal,2015,9252,9040,2572,11,201,PT,MZ,f
Mozambique,Portugal,2016,9253,9054,3993,4,195,PT,MZ,f
Mozambique,Portugal,2017,9896,9520,1628,2,374,PT,MZ,f
Mozambique,Portugal,2018,10783,10097,3610,58,628,PT,MZ,f
Mozambique,Portugal,2019,12078,11339,1835,1,738,PT,MZ,f
Mozambique,Portugal,2020,2205,1899,418,2,305,PT,MZ,f
Mozambique,Portugal,2021,2427,2328,981,1,98,PT,MZ,f
Mozambique,Spain,2009,477,452,0,0,25,ES,MZ,f
Mozambique,Spain,2010,498,451,12,0,47,ES,MZ,f
Mozambique,Spain,2011,561,545,66,0,7,ES,MZ,f
Mozambique,Spain,2012,534,510,70,0,16,ES,MZ,f
Mozambique,Spain,2013,607,584,97,0,9,ES,MZ,f
Mozambique,Spain,2014,730,721,110,0,2,ES,MZ,f
Mozambique,Spain,2015,1089,1073,140,0,15,ES,MZ,f
Mozambique,Spain,2016,877,815,80,2,42,ES,MZ,f
Mozambique,Spain,2017,969,894,91,1,56,ES,MZ,f
Mozambique,Spain,2018,1155,1037,75,1,54,ES,MZ,f
Mozambique,Spain,2019,1360,1158,86,0,115,ES,MZ,f
Mozambique,Spain,2020,185,143,28,0,23,ES,MZ,f
Mozambique,Spain,2021,488,373,24,0,73,ES,MZ,f
Mozambique,Sweden,2009,15,62,0,0,-47,SE,MZ,f
Mozambique,Sweden,2016,5,0,0,0,0,SE,MZ,f
Mozambique,Sweden,2017,4,0,0,0,0,SE,MZ,f
Mozambique,Sweden,2018,20,0,0,0,0,SE,MZ,f
Mozambique,Switzerland,2009,416,398,0,0,18,CH,MZ,f
Mozambique,Switzerland,2010,314,294,0,0,20,CH,MZ,f
Mozambique,Switzerland,2011,315,309,59,0,6,CH,MZ,f
Mozambique,Switzerland,2012,253,248,71,0,5,CH,MZ,f
Mozambique,Switzerland,2013,135,133,51,1,1,CH,MZ,f
Myanmar,France,2009,651,624,0,0,27,FR,MM,f
Myanmar,France,2010,1100,1057,22,0,43,FR,MM,f
Myanmar,France,2011,1245,1206,21,0,39,FR,MM,f
Myanmar,France,2012,1456,1426,23,0,30,FR,MM,f
Myanmar,France,2013,1658,1605,59,0,53,FR,MM,f
Myanmar,France,2014,2560,2521,195,0,39,FR,MM,f
Myanmar,France,2015,2571,2479,178,0,47,FR,MM,f
Myanmar,France,2016,2959,2874,178,1,32,FR,MM,f
Myanmar,France,2017,2704,2572,183,0,65,FR,MM,f
Myanmar,France,2018,2797,2559,264,0,207,FR,MM,f
Myanmar,France,2019,2953,2806,229,0,87,FR,MM,f
Myanmar,France,2020,659,565,45,1,24,FR,MM,f
Myanmar,France,2021,569,558,28,0,4,FR,MM,f
Myanmar,Germany,2009,749,667,0,0,82,DE,MM,f
Myanmar,Germany,2010,812,755,7,0,57,DE,MM,f
Myanmar,Germany,2011,1354,1312,8,0,42,DE,MM,f
Myanmar,Germany,2012,2039,1989,17,0,50,DE,MM,f
Myanmar,Germany,2013,2735,2610,37,0,125,DE,MM,f
Myanmar,Germany,2014,2603,2556,79,1,46,DE,MM,f
Myanmar,Germany,2015,2902,2878,262,0,24,DE,MM,f
Myanmar,Germany,2016,3353,3308,2025,1,44,DE,MM,f
Myanmar,Germany,2017,4403,4303,3714,6,94,DE,MM,f
Myanmar,Germany,2018,3968,3816,3715,0,152,DE,MM,f
Myanmar,Germany,2019,5538,5293,5273,1,244,DE,MM,f
Myanmar,Germany,2020,1278,1012,986,0,266,DE,MM,f
Myanmar,Germany,2021,147,141,132,0,1,DE,MM,f
Myanmar,Italy,2009,247,232,0,0,15,IT,MM,f
Myanmar,Italy,2010,521,500,235,0,21,IT,MM,f
Myanmar,Italy,2011,791,782,335,0,9,IT,MM,f
Myanmar,Italy,2012,998,990,860,0,8,IT,MM,f
Myanmar,Italy,2013,1204,1190,1097,0,14,IT,MM,f
Myanmar,Italy,2014,1474,1455,922,1,18,IT,MM,f
Myanmar,Italy,2015,2406,2379,584,0,27,IT,MM,f
Myanmar,Italy,2016,2494,2466,420,0,28,IT,MM,f
Myanmar,Italy,2017,2286,2233,320,0,53,IT,MM,f
Myanmar,Italy,2018,2274,2187,366,0,87,IT,MM,f
Myanmar,Italy,2019,2287,2225,347,0,62,IT,MM,f
Myanmar,Italy,2020,449,448,125,0,1,IT,MM,f
Myanmar,Italy,2021,307,306,299,0,1,IT,MM,f
Myanmar,Netherlands,2018,1430,1256,736,0,134,NL,MM,f
Myanmar,Netherlands,2019,1648,1413,1152,0,101,NL,MM,f
Myanmar,Netherlands,2020,314,284,249,0,21,NL,MM,f
Myanmar,Netherlands,2021,334,248,229,0,78,NL,MM,f
Namibia,Finland,2009,681,668,0,0,13,FI,,f
Namibia,Finland,2010,682,648,218,0,34,FI,,f
Namibia,Finland,2011,569,551,169,0,18,FI,,f
Namibia,Finland,2012,724,714,219,0,10,FI,,f
Namibia,Finland,2013,788,774,291,2,12,FI,,f
Namibia,Finland,2014,665,647,342,7,11,FI,,f
Namibia,Finland,2015,672,660,332,2,10,FI,,f
Namibia,Finland,2016,662,652,365,0,2,FI,,f
Namibia,Finland,2017,757,743,369,0,11,FI,,f
Namibia,Finland,2018,778,749,438,0,25,FI,,f
Namibia,Finland,2019,704,670,493,0,33,FI,,f
Namibia,Finland,2020,100,89,70,0,11,FI,,f
Namibia,Finland,2021,80,65,47,5,4,FI,,f
Namibia,France,2009,18,18,0,0,0,FR,,f
Namibia,France,2010,69,69,21,0,0,FR,,f
Namibia,France,2011,29,29,12,0,0,FR,,f
Namibia,France,2012,40,40,22,0,0,FR,,f
Namibia,France,2013,57,56,26,1,0,FR,,f
Namibia,France,2014,26,25,10,1,0,FR,,f
Namibia,France,2015,36,31,23,0,0,FR,,f
Namibia,Germany,2009,3791,3697,0,0,94,DE,,f
Namibia,Germany,2010,4796,4698,1590,0,98,DE,,f
Namibia,Germany,2011,1917,1821,1710,0,96,DE,,f
Namibia,Germany,2012,1874,1819,1491,0,55,DE,,f
Namibia,Germany,2013,5036,4610,1338,160,266,DE,,f
Namibia,Germany,2014,5525,5353,1715,10,162,DE,,f
Namibia,Germany,2015,5787,5760,1883,1,26,DE,,f
Namibia,Germany,2016,5408,5365,4220,1,42,DE,,f
Namibia,Germany,2017,4960,4926,2267,4,30,DE,,f
Namibia,Germany,2018,4002,3950,2082,4,48,DE,,f
Namibia,Germany,2019,4403,4289,2746,4,110,DE,,f
